,city,country,latitude,location_data_accuracy,longitude,state,availability,average_image_size,bathroom,bedroom,cat,date_available,description,dog,housing_type,image_number,laundry,parking,price,smoking,square_footage,url
4996110057,Arlington,US,38.885997,10,-77.097147,VA,available now,30000, 2,2 ,cats are OK - purrr,2015-04-25,"
        Discover a life of luxury at Arlington's premier location for apartment living - The Beacon Clarendon. Our Downtown Arlington apartments feature a variety of floor plans that add a touch of class to any lifestyle. Residents of The Beacon Clarendon enjoy the convenience of living just minutes away from Clarendon Metro Station and soaking in cityscape views from their LEED Silver Certified Arlington apartment home.

Amenities:
Curvelinear architecture
State of the Art Conference Room
Rooftop pool and four season Sky-Lounge with panoramic views
9th Floor Clubroom with Green Roof Access
Nearest Commuter Train: Clarendon Metro Station (walking distance)
Built-in USB charging ports
24-hour Concierge Services
Walking distance from 50 Restaurants and Shops+
Stainless steel appliances
European style kitchens with Italian cabinetry

Nearby:
Clarendon Ballroom
Regal Cinemas 12 Movie Theater
Don Tito
MainStreet Bank
International Spy Museum
Circa at Clarendon

Call: 
 show contact info
",dogs are OK - wooof,apartment,9,w/d in unit,attached garage,$3678,no smoking,1124,http://washingtondc.craigslist.org/nva/apa/4996110057.html
4996110208,,,,,,,available now,30000,,0,,2015-04-25,"
        All utilities included!
Ready to move in spacious studio apartment. Conveniently located near 7 corners and route 50, minutes from public transportation to Ballston and Rosslyn metro stations and only a few minutes from DC. 

Lots of wonderful community amenities include:
•Swimming Pools 
•Exercise Room
•Convenience Store
•Locked Entry

Ready to move in May 1st/ June 1st or as soon as possible.
•one year lease preferably with deposit 
•Sorry no pets allowed 

Thank you!
    ",,apartment,9,laundry in bldg,off-street parking,$1150,no smoking,,http://washingtondc.craigslist.org/nva/apa/4996110208.html
4996111973,ashburn,US,39.037300,22,-77.480500,va,available now,0, 1,2 ,,2015-04-25,"

Beautiful 2 Bedroom 1 Bath condo (second Floor) centrally located in Ashburn. 
This is a bright and sunny unit with large balcony overlooking the community pool and gym. Vaulted ceilings, wood burning fireplace and built-ins. Extra storage outside unit provides space for large items. Washer/Dryer in unit. Gas heating and cooking. 

Rent includes access to pool and gym. Water, Gas/heat, electric, Internet/Cable extra.
 Access to extended Ashburn Farm Association privileges such as swimming pools, gyms, tennis etc.
 Plenty of parking for residents and guests. 

Excellent location in the heart of Ashburn, a few steps from large shopping plaza with Giant and other favorite shops. 
Unit is available for Immediate move-in. 

Excellent top rated school district
Close to commuter routes via Loudoun connector park and ride, toll road/Greenway/Route 7 

1 year lease and 1 month deposit.
Pets allowed. Pet fee applies

Please reply to this posting or text for any additional questions or to schedule a showing.
    ",,condo,0,,,$1375,,940,http://washingtondc.craigslist.org/nva/apa/4996111973.html
4996116118,,,,,,,available now,67500, 1,1 ,,2015-04-25,"
Concord Crystal City  2600 Crystal Dr Arlington, va 22202 Property Website:  http://www.bozzuto.com/cs/search_properties/community_detail_search?id=1104&buyOrRent=RENT&searchPage=/cs/root/corporate/list_properties_rent&r=0.23821287944390623  1 Bed/1 Bath -- 1  bed / 1 bath / 739 - 746 sq ft / $2171- $2,197 Concord in Crystal City is a shining example of how good life can be. Indulge yourself in high-end apartment living, complete with all the luxury amenities you've come to expect -- and many that will surprise and delight you. Just minutes from downtown Washington, D.C., Pentagon City and Old Town Alexandria, you'll enjoy Concord's vibrant setting, filled with a lively mix of restaurants, cozy cafes and eclectic shops.  Floor Plan/Unit Amenities:  * Washer/Dryer in Unit  * Refrigerator  * Carpeting  * Window Coverings  * Disposal  * Individual Climate Control  * Large Closets  * Microwave  * Air Conditioning  * Dishwasher  * Patio/Balcony  Property Amenities:  * Fitness Center  * On-site Maintenance  * Storage Space  * Package Receiving  * Clubhouse  * Parking  * Elevator  * Concierge  * On-site Management  * Sundeck  * Housekeeping  * Controlled Access  * Business Center  * Pool  * Courtyard  * Sauna Lease Terms:3 - 15 MonthsParking:Type - Garage Lot 2 spots maximum. Pet Policy:Cats and Dogs are allowed. Breed restrictions apply.Office Hours:Monday:   9:00am to 6:00pmTuesday:   9:00am to 6:00pmWednesday:   9:00am to 6:00pmThursday:   9:00am to 6:00pmFriday:   9:00am to 5:00pmSaturday:   10:00am to 5:00pmSunday:   12:00pm to 5:00pmManagement Company: Bozzuto Management Company* Want more information? http://unit-availability.com/lead/500810868849/1?extnId=4411000 Call Us Today! 
 show contact info
x256 Equal Housing Opportunity
    ",,apartment,4,w/d in unit,attached garage,$2171,,739,http://washingtondc.craigslist.org/nva/apa/4996116118.html
4996118592,,,,,,,available now,19285, 2,2 ,cats are OK - purrr,2015-04-25,"
        Dominion Middle Ridge, managed by UDR
12280 Creekview Circle
Woodbridge, VA 22192
show contact info




Just 20 minutes from Washington DC, Dominion Middle Ridge is located just off the Prince William Parkways, just minutes from I-95.


The Dandridge is AVAILABLE NOW WITH $0 DEPOSIT and features a spacious living room with a private patio or balcony with extra storage. 



VIEW OUR WEBSITE:

http://www.middleridgeapt.com


Apartment Features
* Dishwasher
* Private Patio or Private Balcony (on select apartments)
* Roommate Friendly Floor Plan
* Full sized Washer and Dryer in unit
* Whirlpool Appliances
* Extra Storage
* Vertical Blinds
* Alarm Activation Available
* Air Conditioning
* Stainless Steel Appliances
* Refrigerator
* Ceiling Fan
* Designer Track Lighting
* Fireplace
* Electric Stove

Community Features
* Playground
* Shimmering Pool
* Professionally Managed
* Extra Storage
* Outdoor Grill Area
* After-Hours Emergency Maintenance
* Tennis Court
* Short Term Leases Available
* Guest Parking
* Sun Deck
* Car Wash & Care Area
* Easy Access to Public Transportation
* Reserved Parking Available 
* 100% Maintenance-Free Living 
* Pet Friendly Community with Bark Park 
* Community Lounge with Coffee Bar & Wi-Fi 
* Hiking and Biking Trails
* 24 Hour Fitness Center 
* Package Concierge 
* Easy Freeway Access
* Minutes from Restaurants, Shopping, and Much More
* Our prices can change daily, price listed is based on today's availability. Call for details!





[#1647813]
",dogs are OK - wooof,apartment,14,w/d in unit,off-street parking,$1569,,942,http://washingtondc.craigslist.org/nva/apa/4996118592.html
4996118797,,,,,,,available now,54000, 1,1 ,cats are OK - purrr,2016-04-23,"
        Beautiful 1 Bedroom / 1 Bath Floor Plans! Lots of options!

912Sq. for only $1,380 !

This Apartment Includes:
•Washer & Dryer
•Wall to wall carpet
•Olympic- size swimming pool
•Fitness Center

Call Today and Ask for Jose for more information on this apartment.

Ask for: Maricela
show contact info


AV156WILL MD
",dogs are OK - wooof,apartment,5,w/d in unit,off-street parking,$1380,,912,http://washingtondc.craigslist.org/nva/apa/4996118797.html
4996118931,,,38.739473,0,-77.096708,,available now,45000, 1.5,1 ,,2015-04-26,"
        ATTRACTIVE One bedroom loft townhouse with balcony overlooking cathedral ceiling living room, 1.5 baths, washer/dryer, dishwasher in unit.  New carpeting.  Sliding door to fenced patio.  Bus stop near which serves the Huntington Metro stop.  $1,295. per month















Community amenities include swimming pool, tennis courts; convenient location near public transportation (Huntington Metro).















Available.















Please call 
 show contact info
(owner/agent).












",,townhouse,6,w/d in unit,off-street parking,$1295,,900,http://washingtondc.craigslist.org/nva/apa/4996118931.html
4996119249,,,,,,,available now,45000, 1,2 ,cats are OK - purrr,2015-06-07,"
        We have a lovely 2 Bedroom/ 1 Bath apartment priced for only $1775!
 ACCESSIBLE LOCATION: 
 Convenient location inside the Beltway
Metro bus stop on-site
About 15 minutes to Tysons Corner 
About 20 minutes to Fair Oaks Mall
About 20 minutes to Alexandria and Arlington 
About 30 minutes to DC
About 30 minutes to Dulles International and Reagan National airports
Give me a call today for more information on this unit. 
Ask for: Maricela
  av156will md

    ",dogs are OK - wooof,apartment,6,w/d in unit,off-street parking,$1775,,1166,http://washingtondc.craigslist.org/nva/apa/4996119249.html
4996119705,Annandale,US,38.825906,0,-77.217662,VA,available now,38571, 2,2 ,cats are OK - purrr,2016-04-23,"
        Beautiful  2 Bedroom / 2 Bath

 This Apartment Includes:
  
Washer & Dryer
Wall to Wall Carpet
Large walking closets 
Olympic --Size swimming pool
Fitness Center

Ask for: Maricela 
 show contact info

  av156will md

    ",dogs are OK - wooof,apartment,7,w/d in unit,off-street parking,$1685,,1262,http://washingtondc.craigslist.org/nva/apa/4996119705.html
4996120173,,,,,,,available now,45000, 1,2 ,cats are OK - purrr,2015-06-10,"
        We have a lovely 2 Bedroom/ 1 Bath apartment priced for only $1713!
 ACCESSIBLE LOCATION: 
 Convenient location inside the Beltway
Metro bus stop on-site
About 15 minutes to Tysons Corner 
About 20 minutes to Fair Oaks Mall
About 20 minutes to Alexandria and Arlington 
About 30 minutes to DC
About 30 minutes to Dulles International and Reagan National airports
Give me a call today for more information on this unit. 
Ask for: Maricela
  av156will md

    ",dogs are OK - wooof,apartment,6,w/d in unit,off-street parking,$1713,,1166,http://washingtondc.craigslist.org/nva/apa/4996120173.html
4996120767,Alexandria,US,38.837972,10,-77.051969,VA,available now,33750, 2,2 ,cats are OK - purrr,2015-04-25,"
 CALL US TODAY! 
show contact info
x395 RESERVE AT POTOMAC YARD2 bedroom 2 bath   1235sqft   $2,110 - $2,190  DESCRIPTION:  Walk into your vast living area in this 1235 square foot apartment home. Full size washer and dryer in a seperate laundry room allows for additional storage. Large walk in closets complement both bedrooms.  Located across the street from the Potomac Yard Shopping Center, we provide a private shuttle to the Metro station, and easy access to I-495, I-395, I-66 and the GW Parkway.  3700 Jefferson Davis Hwy  Alexandria, va 22305  PROPERTY WEBSITE:  http://www.eqrworld.com/virginia/alexandria-arlington-apartments/alexandria/reserve-at-potomac-yard-apartments.aspx?ilsid=93
",dogs are OK - wooof,apartment,8,w/d in unit,attached garage,$2110,no smoking,1235,http://washingtondc.craigslist.org/nva/apa/4996120767.html
4996120799,Falls,US,38.872525,0,-77.228233,Church,available now,54000, 1,1 ,cats are OK - purrr,2015-07-05,"
        Beautiful one, two and three bedroom apartments right in the heart of the Falls Church Mosaic District! Enjoy this area's expansive shopping, dining and entertainment opportunities. Also providing a free shuttle to the Dunn Loring metro station!

 Situated above the Mosaic district and walking distance to the Dunn Loring metro, Vantage is a perfect location for you! With a variety of restaurants underneath the community, fine dining is only a few steps away.

 Apartments include:
 *Granite Countertops
 *Washer and Dryer in unit
 *Double sinks and soaking tubs in select units
 *Hardwood Floors
 *Penthouse Unit!

 On-Site Amenities Include:
 *Fitness Center
 *Theatre Room
 *Community Room with pool table and poker table
 *Pool
 *Front Desk Services
 *Controlled Access Entry
 *Shuttle to the Dunn Loring Metro
 *Parking garage with elevator to your floor

 Give us a call so we can schedule your tour today! 
 show contact info

www.VantageMosaic.com

•do NOT contact me with unsolicited services or offers
",dogs are OK - wooof,apartment,5,w/d in unit,attached garage,$1605,,759,http://washingtondc.craigslist.org/nva/apa/4996120799.html
4996120976,Annandale,US,38.825906,0,-77.217662,VA,available now,54000, 1,1 ,cats are OK - purrr,2016-04-23,"
Large  Apartments with lots of closets! 
Our floor plans include:
large Kitchen, dishwasher, washer & dryer in each unit, wall to wall carpet. 

Some of our community amenities:
Large swimming pool, fitness center, close to shops and schools.
Call me today to apply for this low pricing
Maricela 
 show contact info

AV156WILL MD

    ",dogs are OK - wooof,apartment,5,w/d in unit,off-street parking,$1370,,912,http://washingtondc.craigslist.org/nva/apa/4996120976.html
4996121055,Alexandria,US,38.842822,10,-77.066077,VA,available now,33750, 1,1 ,cats are OK - purrr,2015-06-06,"
        Easy access to Washington DC, Crystal City, Old Town, Del Ray & I-395

Apartment Features:

*All utilities included in rent
*Modern kitchens w/dishwasher & disposal
*Ceramic Bath Tiles
*Hardwood Maple Floors
*Individually Controlled Heat & Air Conditioning 
*On site laundry facilities
*Cable Ready
*FREE Parking
*Playground Area
*Swimming Pool
*Secured electronic entry system

*Neighborhood Features- We are located just minutes away from popular attractions such as 
*Reagan National Airport
*The Pentagon
*Pentagon City Mall
*Crystal City
*Old Town Alexandria
*Jogging Trail (Four Mile Run Park) 

Web: www.newbrooksideapts.com 
Office Hours: 
Monday-Friday: 9:00AM-5:30PM 
Saturday: 9:00AM-5:00PM 
Sunday: Closed
    ",,apartment,8,laundry in bldg,off-street parking,$1595,no smoking,579,http://washingtondc.craigslist.org/nva/apa/4996121055.html
4996121353,Leesburg,US,39.042000,22,-77.605400,Va,available now,30000, 2,2 ,cats are OK - purrr,2015-06-05,"
Meow! Cat Friendly!Welcome to Tuscarora Creek Signature Apartments!Call Now: 
 show contact info
Tuscarora Creek Apartments 130 Clubhouse Drive SW, Leesburg, VA, 22031Additional Information:http://vanmetre.tuscaroracreekapt.com/703998This is a 1069 Sq. Ft., 2 Bedroom, 2 Bath, Apartment Home. Welcome to historic Leesburg, VA, in the heart of Loudoun County, one of Northern, VA's premiere locations. Lose yourself in the rolling vistas of Loudoun County's horse and hunt country. Take a step back through time and experience 250-year-old history, or grab your clubs and enjoy views of the sweeping golf course and beautifully landscaped grounds right outside your door. Each Luxury style apartment features European style kitchen, ceramic baths, and private balconies. This Van Metre Signature Rental Community features an inviting pool, beautifully manicured grounds, a brand new tot lot, all for exclusive use by our residents. All this and MORE is yours every day when you make beautiful Tuscarora Creek Signature Apartments your new home!  Apartment Home Features - Newly Renovated Units  - European-style kitchens with Kenmore & GE appliances  - Self-cleaning ranges  - Dishwashers  - Garbage disposals  - Frost-free refrigerators  - Washer/dryer in each home  - Wall-to-wall carpeting  - Mini-blinds on every window  - Full ceramic tile bathrooms  - Thermal windows  - Full masonry construction for quiet and energy efficiency Community Amenities - Fitness Facility  - 24-hour express maintenance  - Resident activities  - Swimming pool for exclusive use by Tuscarora Creek residents  - Dramatic landscaping  - Overlooking the Leesburg Westpark Golf Course  - Minutes from Dulles International Airport  - One mile off Dulles Toll Road (Dulles Greenway) for easy commuting by car  - Easy access to Washington, DC, Tysons Corner, Winchester, VA and Frederick, MD  - Galleries, shops and restaurants in historic Leesburg Pet Policy Pet Policy: No weight limit. Only breed restriction is pitbull. Office Hours Monday - Friday: 9:00am - 6:00pmSaturday: 10:00am - 5:00pmSunday: 11:00am - 5:00pm  Managed by Van Metre Companies Equal Housing Opportunity Pricing may include current special and is subject to change without notice. Sat, Apr 25, 2015, 13:32:17 32672389562927623 
",dogs are OK - wooof,apartment,9,w/d in unit,valet parking,$1446,,1069,http://washingtondc.craigslist.org/nva/apa/4996121353.html
4996122711,Fairfax,US,38.861340,0,-77.229875,VA,available now,33750, 1,1 ,cats are OK - purrr,2015-04-25,"
The Best of Both Worlds! 
Great Location & Great Pricing!  Move In This Week! 
 We have a handful of Private 1 Bedroom apartments that just became available. 
These lovely, underpriced, 1 bedroom apartments are only ($1,575) per month!  
The apartment is located inside the Beltway and is only minutes from Washington DC, Fairfax, I-66, and the Dunn Loring Metro. 
This includes the following amenities:
 Large walk-in closets  
 Multiple floor plans
 Spacious interiors
 Private balconies & patios
 Custom wood cabinetry
 Custom countertops
 Full-size washer & dryer
 Stainless Steel Appliances
 Give me a call today and I will send you all the information  you need via email. 
  (Pricing, Availability Date, etc.)
Ask for: Wardell G. 
AMB156WILL WG 

 show contact info

",dogs are OK - wooof,apartment,8,w/d in unit,off-street parking,$1575,,861,http://washingtondc.craigslist.org/nva/apa/4996122711.html
4996124097,Arlington,US,38.880286,10,-77.109050,VA,available now,0, 1,1 ,cats are OK - purrr,2015-04-25,"
Avalon Ballston Square  CALL US TODAY! Click reply for contact information. Want more information? http://www.BallstonSquare.com  1  bedroom 1 bath 762sqft  $1,832 - $2,099/mo  Walk to the Metro, Arlington Apartments!  Large open kitchen has an abundance of cabinet and counter space. Great for entertaining!  FLOORPLAN/UNIT AMENITIES:  * Patio/Balcony  * Attached Garage/Carport  * Carpeting  * Separate Dining Room  * Disposal  * Washer/Dryer in Unit  * Large Closets  * Individual Climate Control  * Dishwasher  * Microwave  * Refrigerator  * Air Conditioning  * Cable/Satellite Available  * Window Coverings  * High Ceilings  PROPERTY AMENITIES:  * Elevator  * Sundeck  * Business Center  * Controlled access entry  * Short Term Lease  * High Speed Internet Available  * Clubhouse  * BBQ/Picnic Area  * Click Cafe - Coffee.Computers.Chat  * Courtyard  * Pool  * Laundry  * 24-Hour Availability  * 1 1/2 Block to Ballston Metro  * Controlled Access  * Concierge  * Swimming pool  * BBQ area  * On-site Maintenance  * Gate  * Storage Space  * On-site Management  * Near Public Transit  * Fitness Center  * Club room  * Package Receiving  * 24-hour Resident Concierge  * Sauna  * On-site retail  * Parking MANAGED BY: AvalonBay Communities  PROPERTY WEBSITE: http://www.avaloncommunities.com/virginia/arlington-apartments/archstone-ballston-square/ CALL US TODAY! Click reply for contact information.  850 N. Randolph St.  Arlington, VA 22203 Equal Housing Opportunity
",dogs are OK - wooof,apartment,0,w/d in unit,attached garage,$1832,,762,http://washingtondc.craigslist.org/nva/apa/4996124097.html
4996124488,Alexandria,US,38.828323,0,-77.115410,VA,available now,24545, 1,1 ,cats are OK - purrr,2015-04-25,"
        Free electricity and free parking
Pay no security deposit
Get half off on our admin fee

This delightful large one apartment home is available now for immediate move in. The apartment is located on the 2nd floor.  It comes with two entrances and a walk-in closet.  It also has an awesome amount of closet space, neutral bathroom to compliment any style, oak shaker-style cabinets, white appliances and very bright living room.  The apartment also features a full size balcony with a view of our courtyard and pool.


 	We are proud to offer the following amenities:

	2 Fitness Centers: (rooftop and ground floor)
	Controlled access building 
	Beautiful landscaped grounds
	24hours concierge service (purchase movie tickets)
	Business Center with free wifi
	Club room (available for rent)
	Guest/hospitality suite (available for rent)
	Quick access to 395 and Seminary road
	Seasonal swimming pool
	Laundry Room on every floor
	Pets are welcome (some restrictions may apply)

Call today or stop by to SPEAK WITH IBRAHIM, JENNIFER OR MABEL!!! 
 show contact info

 4701 Kenmore Avenue Alexandria, VA 22304

Also visit us on our website and check out our video 

http://www.homeproperties.com
http://www.seminarytowersVA.com/cl
http://www.seminarytowersVA.com/video
",dogs are OK - wooof,apartment,11,,off-street parking,$1350,,835,http://washingtondc.craigslist.org/nva/apa/4996124488.html
4996124950,Alexandria,US,38.803115,0,-77.059763,VA,available now,0,,0,,2015-04-25,"
        Lovely two bedroom apartment in the high-rise building with resort style amenities. Enjoy the additional sunroom with fireplace and plenty of sun, great for an office! Call now to take advantage of this killer price. Call or stop by today. Check us out at http://www.meridiancarlylecl.com or call 
show contact info
",,apartment,0,w/d in unit,,$2508,,1010,http://washingtondc.craigslist.org/nva/apa/4996124950.html
4996126584,,,38.635600,0,-77.268300,,available now,24545,,0,,2016-03-27,"
        Hi  studio apartment at The Woodner Apartments is a beautiful apartment with only for couple / wifi internet electric include everything $750 if u need any answer question call me 
show contact info
thanks
    ",,apartment,11,,,$750,,,http://washingtondc.craigslist.org/nva/apa/4996126584.html
4996127079,FAIRFAX,US,38.861340,0,-77.229875,VA,available now,45000, 1,1 ,cats are OK - purrr,2015-04-25,"
 This apartment truly needs to be seen in-person to be appreciated.

This is a lovely one bedroom apt is ready to rent and it will not be available much longer.  Only $1581 Per month! 
 AMBERLEIGH COMMUNITY  AMENITIES: 
 Residents lounge & clubhouse  with kitchen
 State-of-the art Fitness Center
 Olympic size swimming pool & spacious sun deck
 Community Picnic tables & park benches
 Reserved & free parking
 On-site management and Resident Services team
 Pet friendly apartment community
 24 hour maintenance service 
 Kid Friendly Outdoor Playground
 Executive business center
No other property in Fairfax will give you this much value for only $1581
show contact info

Call Us Today so I can you all the pricing information about this apartment. 
Stop by for a Tour and ask to speak to (Amberleigh Leasing Agent Arlen). 
AMB156WILL arlewww.amberleighapts.com
    ",dogs are OK - wooof,apartment,6,w/d in unit,off-street parking,$1581,,861,http://washingtondc.craigslist.org/nva/apa/4996127079.html
4996127125,FAIRFAX,US,38.861340,0,-77.229875,VA,available now,30000, 1,1 ,cats are OK - purrr,2015-04-25,"
Reduced move in costs Vacants! Upfront Fees Reduced! 2 Free Parking Spots! Amberleigh ApartmentsCheck out all our features and amenities!Welcome to Amberleigh Apartments! Call Now 8301 Anderson Drive Fairfax, VA 22031•  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •   This is a 861 Sq. Ft., 1 Bedroom, 1 Bath, Apartment Home. Call for Arlen•  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  
show contact info
Amberleigh apartments are centrally located in beautiful Fairfax, in northern VA. These amazing apartments overlook the entire courtyards and mature trees, just across Route 50, giving you a dramatic ""post card"" view to the Mosaic District. Amberleigh is near Metro and just minutes from historic Fairfax City, Tysons Corner, Vienna, and Washington DC's central business district. Check out all our features and amenities!•  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •   Equal Housing Opportunity Pricing may include current special and is subject to change without notice.amb156will arlewww.amberleighapts.comCall for Arlen
    ",dogs are OK - wooof,apartment,9,w/d in unit,off-street parking,$1571,,861,http://washingtondc.craigslist.org/nva/apa/4996127125.html
4996127157,FAIRFAX,US,38.861340,0,-77.229875,VA,available now,67500, 1,1 ,cats are OK - purrr,2015-04-25,"
  Location is EVERYTHING and this beautiful apt is located in the heart of Fairfax Va!  (Off of  Gallows Road)


We have a spacious 1 Bedroom Apt with a private balcony, natural sunlight and beautiful views for only (PRICE: 1511).

 This Sale Will End Very Soon!  
This Apartment Complex also has  GREAT  Amenities: 
  Large walk-in closets
 Multiple floor plans
 Spacious interiors
 Private balconies & patios
 Custom wood cabinetry
 Custom countertops
 Full-size washer & dryer
 Stainless Steel Appliances 
 Please give me a CALL TODAY so I can send you ALL the information about this available apartment unit.

show contact info


Ask for (Amberleigh Leasing Agent Arlen)
 AMB156WILL arle 
www.amberleighapts.com

 show contact info
",dogs are OK - wooof,apartment,4,w/d in unit,off-street parking,$1511,,861,http://washingtondc.craigslist.org/nva/apa/4996127157.html
4996127204,FAIRFAX,US,38.861340,0,-77.229875,VA,available now,30000, 1,1 ,cats are OK - purrr,2015-04-25,"
Reduced move in costs Vacants! Upfront Fees Reduced! 2 Free Parking Spots! Amberleigh ApartmentsCheck out all our features and amenities!Welcome to Amberleigh Apartments! Call Now 8301 Anderson Drive Fairfax, VA 22031•  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •   This is a 861 Sq. Ft., 1 Bedroom, 1 Bath, Apartment Home. Call for Arlen•  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  
show contact info
Amberleigh apartments are centrally located in beautiful Fairfax, in northern VA. These amazing apartments overlook the entire courtyards and mature trees, just across Route 50, giving you a dramatic ""post card"" view to the Mosaic District. Amberleigh is near Metro and just minutes from historic Fairfax City, Tysons Corner, Vienna, and Washington DC's central business district. Check out all our features and amenities!•  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •  •   Equal Housing Opportunity Pricing may include current special and is subject to change without notice.amb156will arlewww.amberleighapts.comCall for Arlen
    ",dogs are OK - wooof,apartment,9,w/d in unit,off-street parking,$1716,,861,http://washingtondc.craigslist.org/nva/apa/4996127204.html
4996127847,Arlington,US,38.881011,0,-77.109625,VA,available now,90000, 1,1 ,cats are OK - purrr,2015-04-25,"
Avalon Ballston Square  CALL US TODAY!  Click reply for contact information.  1  bedroom 1 bath 808 sqft  $1,824 - $1,924/mo Walk to the Metro!  We're just a short walk away!  Avalon Ballston Square in Arlington, Virginia has perfectly located one and two bedroom apartments. Only a few blocks from the Ballston and Virginia Square Metro stations (Orange and Silver Line), Avalon Ballston Square offers amazing amenities including deluxe kitchens, private balconies, modern appliances, central heating and air conditioning, and wall-to-wall carpeting. Community amenities include a sparkling swimming pool, BBQ grills, renovated fitness center with all new Life Fitness equipment, and a business center. Click reply for contact information.  FLOORPLAN/UNIT AMENITIES:  * Air Conditioning  * Dishwasher  * Microwave  * Disposal  * Patio/Balcony  * Carpeting  * Washer/Dryer in Unit  * Window Coverings  * Refrigerator  * Individual Climate Control  * Cable/Satellite Available  * Large Closets  * Attached Garage/Carport  PROPERTY AMENITIES:  * Gate  * Storage Space  * Package Receiving  * Elevator  * Swimming pool  * Sauna  * Laundry  * Concierge  * BBQ/Picnic Area  * Fitness Center  * Click Cafe - Coffee.Computers.Chat  * Short Term Lease  * 24-hour Resident Concierge  * Clubhouse  * Business Center  * Courtyard  * Pool  * Near Public Transit  * Parking  * On-site retail  * High Speed Internet Available  * Controlled Access  * Sundeck  * BBQ area  * 24-Hour Availability  * Controlled access entry  * On-site Maintenance  * On-site Management  * Club room  * 1 1/2 Block to Ballston Metro MANAGED BY:AvalonBay CommunitiesCALL US TODAY!850 N Randolph StArlington, VA 22203Equal Housing Opportunity
",dogs are OK - wooof,apartment,3,w/d in unit,attached garage,$1824,,808,http://washingtondc.craigslist.org/nva/apa/4996127847.html
4996128655,Alexandria,US,38.814098,5,-77.049994,VA,available now,67500, 1,1 ,cats are OK - purrr,2015-04-25,"
 CALL US TODAY! 
show contact info
x865 1111 BELLE PRE1 bedroom 1 bath   614sqft   Please Call  DESCRIPTION:  Enjoy your brand new junior one bedroom apartment home. Stainless steel appliances granite countertops and wood floors are just the start! Come see for yourself!  Located in historic Old Town Alexandria, minutes from an enticing array of restaurants, nightlife, and shopping.  1111 Belle Pre Way  Alexandria, va 22314  PROPERTY WEBSITE:  http://www.eqrworld.com/virginia/alexandria-arlington-apartments/old-town-alexandria/1111-belle-pre-apartments.aspx?ilsid=93
",dogs are OK - wooof,apartment,4,w/d in unit,attached garage,$1720,no smoking,659,http://washingtondc.craigslist.org/nva/apa/4996128655.html
4996128662,,,,,,,available now,0,,0,cats are OK - purrr,2015-04-26,"
Rent-To-Own Homes Starting From $1465 Monthly  Reston VA   Contact Us Via Email - Visit Following Page:  http://www.r­­­t­o­h­­o­­m­­­e­s­­a­­l­­e­­­.com/realty/513228/   Property Details  Conveniently located and designed with tons of awesome upgrades! We have a spectacular selection of rent-to-own homes in Reston VA with monthly payments from $1465!! These properties won't last long, contact us for additional information and availability. 
",dogs are OK - wooof,condo,0,,,$1465,,,http://washingtondc.craigslist.org/nva/apa/4996128662.html
4996129769,Ashburn,US,39.037300,22,-77.480500,VA,available now,90000, 1,2 ,cats are OK - purrr,2015-04-25,"
RENT: $1405 - $1510 / MONTH SIZE: 875 sq ft   BEDROOMS: 2   BATHROOMS: 1 LEASE TERMS: Variable, 3-Month, 4-Month, 6-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month Pet-friendly community! Call for Details. -- CALL US AT: 
 show contact info
--ABOUT COMMUNITY:  Take advantage of the shopping and dining from Ashbrook Commons, just a walk away, to the popular Lansdowne Town Center and Leesburg Corner Premium Outlets. Even the Virginia Campus of George Washington University is moments away. Enjoy a life you can only find in the apartments for rent in Ashburn, VA at Saddle Ridge Apartments.*Features may vary by apartment home.UNIT FEATURES:   ..View.. ..Refrigerator.. ..Balcony.. ..Spacious, walk-in closets.. ..Microwave..  COMMUNITY FEATURES ..Well-equipped fitness center with cardio theater.. ..Outdoor barbeque area with grill and picnic areas.. ..Spacious, walk-in closets.. ..In-home washer and dryer..   VISIT US TODAY!Saddle Ridge 20070 Coltsfoot Terrace - Ashburn, VA 20147  CONTACT US Website: http://apartmentsinashburn.com/      EQUAL HOUSING OPPORTUNITY
",dogs are OK - wooof,apartment,3,w/d in unit,off-street parking,$1507,,875,http://washingtondc.craigslist.org/nva/apa/4996129769.html
