,city,country,latitude,location_data_accuracy,longitude,state,availability,average_image_size,bathroom,bedroom,cat,date_available,description,dog,housing_type,image_number,laundry,parking,price,smoking,square_footage,time_of_posting,url
5008173198,Washington,US,38.877529,10,-77.005873,DC,available now,270000, 1,2 ,cats are OK - purrr,2015-06-21,"
 This is my DC. This is Onyx on First.  Style 2BC2  2  bed / 1 bath / 821 sq ft / $2,525 - $2,744 Onyx on First 1100 1st St SE Washington, DC 20003 Want more information? http://unit-availability.com/lead/1d1524420328/1?extnId=4451265 Call Us Today! 
 show contact info
x346  Property Description  Welcome home to Onyx on the First. We have everything that you've been searching for and our location is exactly where you want to be. Enjoy gorgeous apartments, many amenities to make your life more convenient and enjoyable, and a prime location. Stop in to see everything that we have to offer here at Onyx on the First.  Property Amenities * 24/7 Rooftop Terrace* Rooftop Pool* Washer & Dryer In-unit* 24/7 Concierge* Package Receiving* Short Term Lease Available* On-site Management* Storage Space Available for Rent* On-site Maintenance* Elevator* Free WiFi in Common Areas* Steps from Metro* Entertainment/Lounging Clubroom* BBQ/Picnic Area on Rooftop* Controlled Access* Courtyard* Garage ParkingLease Terms: Flexible lease terms from 3 to13 months! Parking:Type - Garage LotFee - $200.00Pet Policy: Cats and Dogs are allowed. Building Type: High RiseYear Built: 2008Units: 266 Office HoursMonday:   9:00am to 6:00pm Tuesday:   9:00am to 6:00pm Wednesday:   9:00am to 6:00pm Thursday:   9:00am to 6:00pm Friday:   8:00am to 5:00pm Saturday:   10:00am to 5:00pm Sunday:   12:00pm to 5:00pm Management Company: Bozzuto Management Company* Call Us Today! 
show contact info
x346 Equal Housing Opportunity
",dogs are OK - wooof,apartment,7,w/d in unit,attached garage,$2445,,821,2015-05-03  5:04pm,http://washingtondc.craigslist.org/doc/apa/5008173198.html
5008081094,,,,,,,available now,270000, 1,1 ,cats are OK - purrr,2015-05-03,"
        Located just blocks away from downtown Takoma Park and minutes away from the heart of exciting Silver Spring, an abundance of diverse dining, shopping and entertainment is at your fingertips.

This apartment has two large walk in closets, a deck and stacked washer dryer area. 

VIEW OUR WEBSITE:

http://www.gables.com/TakomaPark/

Gables Takoma Park, managed by Gables Residential
7035 Blair Road NW
Washington, DC 20012
show contact info


Apartment Features
* Air Conditioning
* Granite Countertops
* High Efficiency Lighting Fixtures
* Energy Star Appliances
* Wood Floors
* Designer Track Lighting
* Extra Storage
* Linen Closet
* Refrigerator, Microwave, Dishwasher & Electric Stove
* Pre-wired for internet and cable
* Stainless Steel Appliances
* Private Patio or Private Balcony (on select apartments)
* Walk-in Closet
* Garden Tub
* Washer and Dryer in unit
* Environmentally Friendly Low VOC Paint
* Furnished or Unfurnished

Community Features
* Extra Storage
* Reserved Parking
* WiFi Access
* Bike Racks
* Sun Deck
* E-Lounge
* Liability Insurance is Required
* Garage Parking
* Elevator
* Cardio Room
* Rooftop Terraces with Amazing Views
* Controlled Access
* Package Acceptance
* Easy Access to Public Transportation
* Landscaped Courtyards
* After-Hours Emergency Maintenance
* Community Lounge
* Non Smoking Community
* Professionally Managed
* Dry Cleaning and Laundry Service
* Fitness Studio
* Guest Parking
* Short or Long Term Lease Available
* TV Lounge
* Minutes from Restaurants, Shopping, and Much More
* We are a social community! Find our blog, Facebook or Twitter page online. 
* Controlled Access Parking

[#1664778]
",dogs are OK - wooof,apartment,7,,,$1995,,711,2015-05-03  3:59pm,http://washingtondc.craigslist.org/doc/apa/5008081094.html
4998254742,Washington,US,38.870610,10,-76.982224,DC,available now,270000, 1,0 ,cats are OK - purrr,2015-04-27,"
Apartment Amenities:
-High Ceilings
-Dining Nooks*
-Stainless Steel Appliances*
-Charming Wood Floors
-Spacious Studio, 1 and 2 Bedroom Apartments
-Newly Renovated Apartments
-Dishwashers*
-Ceiling Fans
-Large Closets
-Eat-In Kitchens*

Community Amenities:
-Around the Corner from the Shops at Georgetown Park and Many Delicious Restaurants
-Monthly Community Activities
-24-hour Emergency Maintenance
-Walking Distance to Dupont Circle Metro
-On-Site Management
-Steps from bus stop and Metro
-On-site Laundry Room with ""SMART"" washers and dryers
-Enjoy the Nightlife in Dupont and Surrounding Areas Community Amenities
-Renter Rewards program
-Package Acceptance

Call: 
 show contact info
",dogs are OK - wooof,apartment,6,,,$1535,,310,2015-04-27  9:31am,http://washingtondc.craigslist.org/doc/apa/4998254742.html
5008008745,Washington,US,38.901164,10,-76.980879,DC,available now,270000, 1,1 ,cats are OK - purrr,2015-05-03,"
        This cozy, corner one bedroom is a city-goers dream -- finished with dark espresso hardwood flooring and gorgeous black granite countertops it is both spacious and stylish. It comes with a huge walk-in closet (five feet deep) and a bedroom large enough for a king sized bed! The open kitchen concept provides plenty of room for cooking and entertaining with over 6 feet of granite countertop space perfect for barstools. The living room opens up into a large patio looking into our gorgeous Zen courtyard. Come see an identical floor plan today!
﻿Flats at Atlas1600 Maryland Ave NE, Washington DC, DC 200022 MONTHS FREE RENT!! *
 *on select apartments


Please call one of our friendly sales associates
for more details.

show contact info
See details below.
http://www.FlatsAtAtlasLuxuryApartm.HomeFinderCL.com/w/e2/ke/1bedroom.html?i=WE2KE&r=cl

Floor Plan Details
""1 Bedroom"", 1 bed/1 bath, 633 sqft, Flat/Single Level

FeaturesPurposefully designed, open floor plansGranite countertops and backsplashesStainless steel GE® EnergyStar® appliancesSolid maple cabinetry with contemporary stainless pullsArchitectural glass block wallsBuilt-in granite desksTiled bathroom wallsOversized 12"" bathroom floor and wall tileFull-size GE® washer and dryerGenerous 9' ceilings & Oversized 8' WindowsOversized chef's sink with restaurant-style faucetModern pendant lightingFrameless glass showers or rounded curtain rod at bathtubEnergy-efficient windowsPre-wiring for Verizon FiOS®17' ceilings on penthouse levelPremium views of the Capitol, Washington Monument, and other DC landmarksBalconies or PatiosBuilt-in open shelvingWalk-in and linen closetsGranite ""tech shelf"" in foyersAmenitiesClub-inspired multimedia lounge with plasma TV, iPod docking station, bar, kitchen, and billiardsDual-level outdoor swimming pool with in-water lounge areaZen meditation courtyard and expansive patio with grills, fire pit, seating, and speaker systemControlled access bike storage facility24-hour concierge24-hour maintenanceBasketball half court that doubles as an exercise and yoga room24-hour fitness center with interactive cardio machines and personal TVsSpectacular lobby lounge with dual-sided linear fireplace and modern furnishingsSimulator game room including golf, baseball, soccer, football, hockey, and moreFully equipped business center with Mac and PC computersFully furnished guest suite for visiting friends and familyControlled building access with private garage parkingPet-friendly livingAvailable storage lockersShops and restaurant space on siteProfessional management teamPackage acceptanceAway from Home servicesBike share programsRecycling servicesConvenient payment methodsLoaner tools and laptopsMaid service referralValet dry cleaningRenter's insurance optionBuildingLink online resident portalDiscounted Zipcar® ratesCar2Go discounts
The monthly rental price stated on Craigslist is accurate at the time of post.
Please call to verify all pricing and availability as it may be subject to change daily.

Flats at Atlas is an Equal Housing Opportunity Provider
.:- -:. ...::-:....-:::::-..-:.. .::::-.::::-.....-:....-::... ...:-:::..

EHO / This Property iS AN EquaL HOuSiNg opPortUnItY pROviDER tLhCcMHWBu uJJFD aeKC YLhCzmJ FLhCaTT PLhCug LLhCa aoppW ULhCrw LhC pIQgE NEC rLhCbER
    ",dogs are OK - wooof,apartment,4,w/d in unit,attached garage,$1738,,633,2015-05-03  3:09pm,http://washingtondc.craigslist.org/doc/apa/5008008745.html
5008007122,Washington,US,38.894796,10,-77.022962,DC,available now,270000, 1,0 ,,2015-07-06,"
2 bed 2 bath + den -- 2  bed / 2 bath / 1446 - 1921 sq ft / $4,199 - $4,499 The Lexington At Market Square 400 8th St NW Washington, DC 20004 Property Website: http://www.lexingtonatmarketsquare.com Want more information? http://unit-availability.com/lead/2u0906174823/1?extnId=4300972 Call Us Today! 
 show contact info
x168  Property Description  This charming studio apartment home offers a truly spacious living area with over-sized
windows that look down on the garden terrace. The contemporary bath is both spacious and
luxurious; with sleek hardware, white cabinetry and designer ceramic tile. The kitchen is
crisp and beautifully furnished with white on white raised panel cabinetry. It comes fully
equipped with white GE Profile appliances, including microwave and ice-maker. The kitchen
is thoughtfully completed with designer ceramic tiles. Floor Plan Specials  Waived Amenity Fee Floor Plan/Unit Features  * Alarm  * Washer/Dryer in Unit  * Dishwasher  * Microwave  * Air Conditioning  * Disposal  * Refrigerator  * Large Closets  * Wood Floors  * Individual Climate Control  * View  * Cable/Satellite Available  Property Amenities  * Pet of the Month & Yappy Hours  * Complimentary Fitness Classes  * Spanish Speaking Staff  * Package Receiving  * Restaurant of the Month Specials  * Out of Town Services (Pet & Plant Care)  * Near Public Transit  * Door Attendant  * On-site Management  * Laundry  * Sundeck  * Parking  * Clubhouse  * Complimentary Monday Breakfast  * Controlled Access  * Housekeeping  * Elevator  * 24-Hour Availability  * Bi-Monthly Resident Events & Happy Hours  * 24 -Hour Coffee & Tea Services  * Storage Space  * 24- Hour Fitness Center  * BBQ/Picnic Area  * Valet Dry Cleaning & In Home Delivery  * On-site Maintenance  * Short Term Lease  * Concierge  * Monthly DVD Library  * High Speed Internet Available Lease Terms: 12-24 months Parking:Type - Garage LotFee - $225.00 Gated Underground Parking Secured Parking Pet Policy: Cats and Dogs are allowed. $500.00 One Time Pet Fee (per Apartment); $50.00 a Month Pet Rent (per Pet); Some Restricted Canine Breeds Building Type: Mid RiseYear Built: 1999Units: 135 Office HoursMonday:   9:00am to 6:00pm Tuesday:   9:00am to 6:00pm Wednesday:   9:00am to 6:00pm Thursday:   9:00am to 6:00pm Friday:   9:00am to 5:00pm Saturday:   10:00am to 5:00pm Management Company: Bozzuto Management Company  Call Us Today! 
show contact info
x168 Equal Housing Opportunity
",,apartment,10,w/d in unit,attached garage,$2095,,562,2015-05-03  3:08pm,http://washingtondc.craigslist.org/doc/apa/5008007122.html
5007886025,Washington,US,38.894796,10,-77.022962,DC,available now,270000, 1,1 ,cats are OK - purrr,2015-06-20,"
        This one bedroom apartment home offers a wonderful living area and features an
architectural picture bay window. The kitchen is crisp and is beautifully furnished with
natural wood panel cabinetry. It comes fully equipped with white GE appliances, including
microwave and icemaker. The kitchen is thoughtfully completed with designer ceramic tile
detailing. The apartment home offers sleeping quarters with a large walk-in closet. The
contemporary bath is both spacious and luxurious; with sleek hardware, white cabinets and
ceramic tile detailing.

Property Amenities 
* High Speed Internet Available 
* BBQ/Picnic Area 
* 24 -Hour Coffee & Tea Services 
* Restaurant of the Month Specials 
* Spanish Speaking Staff 
* Storage Space 
* Elevator 
* Concierge 
* Sundeck 
* 24- Hour Fitness Center 
* Pet of the Month & Yappy Hours 
* Laundry 
* Door Attendant 
* Monthly DVD Library 
* Clubhouse 
* Housekeeping 
* Complimentary Fitness Classes 
* Package Receiving 
* Parking 
* Valet Dry Cleaning & In Home Delivery 
* Bi-Monthly Resident Events & Happy Hours 
* Controlled Access 
* 24-Hour Availability 
* Short Term Lease 
* Near Public Transit 
* On-site Maintenance 
* Out of Town Servcies (Pet & Plant Care) 
* On-site Management 
* Complimentary Monday Breakfast
    ",dogs are OK - wooof,apartment,10,w/d in unit,attached garage,$2421,,649,2015-05-03  1:47pm,http://washingtondc.craigslist.org/doc/apa/5007886025.html
5007890355,,,38.879024,0,-76.983819,,available now,0, 1,1 ,,2015-06-01,"
        One Bedroom Basement Apartment  in Capitol Hill $1750 - Available June 1

This light filled 1 bedroom is 2 blocks from the Potomac Ave metro stop, steps from Harris Teeter, and a short walk to barracks row/eastern market. The apartment has tons of storage, central AC, an open floor plan, direct access to a back yard/patio/grill, and private laundry room. Rent includes utilities and monthly cleaning service. 

Pictures available - 

https://drive.google.com/folderview?id=0B3bjtq2XdvhjNzRkTXAyQXBrbFE&usp=sharing
    ",,apartment,0,w/d in unit,,$1750,no smoking,600,2015-05-03  1:50pm,http://washingtondc.craigslist.org/doc/apa/5007890355.html
4973149918,Washington,US,38.907048,0,-77.028354,DC,available now,270000, 1,1 ,cats are OK - purrr,2015-05-03,"
        NEWLY REMODELED LUXURY 1 BEDROOM IN LOGAN CIRCLE!
FREE PARKING SPACE FOR 1 YEAR AVAILABLE WITH LEASE!

IMMEDIATE AVAILABILITY THROUGH APRIL!

Welcome to this luxury apartment community, conveniently located in the Logan Circle neighborhood of NW, DC. Offering spacious 1, 2 or 3 level floorplans, this gorgeous community features 1 bedrooms, 2 bedrooms, 2 bedroom duplex apartments and 3 bedroom duplex apartments. Newly renovated with modern kitchens with stainless steel appliances and granite countertops and gorgeous new hardwood flooring. All apartment homes have their own private balcony.

Situated between 3 Metro stops, on the 12th Street & 14th Street bus routes and close to downtown. The neighborhood of Logan Circle gives you an array of shopping and restaurants within walking distance. Mount Vernon Square Metro and the Convention Center Metro center are nearby.

APARTMENT FEATURES:
- Newly Remodeled 1, 2 and 3 Bedroom Apartments Available
- Multi-Level 2 and 3 Bedroom Duplex Apartments Available 
- Free Garage Parking with a 12 month lease
- Beautiful New Inlaid Rosewood Hardwood Floors
- Newly Remodeled Kitchens with Stainless Steel Appliances and Granite Countertops
- Newly Remodeled Bathrooms
- Individual Washer/Dryers (In Duplex Apartments Only)
- Laundry on every Floor
- Private Patio/Balcony in Every Apartment
- Unique Floorplans
- Walk-in Closets
- Loft Space and Private Roofdeck (Triplex Layout)

COMMUNITY FEATURES:

- Gorgeous Roof Deck with Amazing Views
- Great Fitness Center
- Charming Courtyard
- Underground Parking Garage
- Night Front Desk Attendant on Duty 7 Days a Week
- Professional Attentive Staff
- 24 Hour Emergency Maintenance
- Close to Downtown, Verizon Center, Logan Circle, 14th St, Great Shopping, Amenities and Restaurants
-Close to McPherson Sq. and Mt. Vernon Sq./Convention Center Metro Stations

* Small Pets Welcome- Cats and Dogs (Up to 25 Pounds) Welcome. 2 Pet Maximum
* Lease Term - 12 Months
* Utilities- Electric Utility Not Included
*Application- Income and Credit Requirements
*Leasing Office Hours- By Appointment Only Monday-Friday 10:00am -5:00pm.

FOR MORE INFORMATION OR AN APPOINTMENT PLEASE EMAIL OR CALL:
John Sahakyan, Real Estate Agent
The DC Apartment Company, LLC.. 

** Please check out our other listings at www.dcapartmentco.com **
EQUAL OPPORTUNITY HOUSING
    ",dogs are OK - wooof,apartment,13,laundry on site,off-street parking,$2100,,700,2015-04-10  6:59pm,http://washingtondc.craigslist.org/doc/apa/4973149918.html
5007797523,Washington,US,38.912524,0,-77.011843,DC,available now,270000, 1,1 ,,2015-06-01,"
        This modern and bright one bedroom Bloomingdale rowhouse basement apartment has it all. Location, Location, Location...perched at the corner of 1st St NW and R St NW this one bedroom apartment is literally across the street from Big Bear Cafe and the Bloomingdale Farmers Market. Red Hen, Boundary Stone, Rustik Tavern, Aroi Thai and Yoga District are four short blocks away.  Shaw Tavern and Bistro Bohem are minutes away. You will have an easy 10 minute walk to two metro stations: Shaw Howard (Yellow/Green Line) or NoMa (Red Line). ATF HQ is also a 10 minute walk. Other amenities include:
- New Stainless Steel Appliances (still have the protective plastic covering)
- Granite counter tops
- New Front Loading Stackable Washer and Dryer
- Stained Concrete Floors

I can be reached via email, phone or text at 
 show contact info


I will remove the posting when the apartment is no longer available. 

",,apartment,8,w/d in unit,off-street parking,$1800,no smoking,650,2015-05-03 12:48pm,http://washingtondc.craigslist.org/doc/apa/5007797523.html
5007698210,Washington,US,38.900204,10,-77.001140,DC,available now,270000, 1,1 ,cats are OK - purrr,2015-06-02,"
        This beautiful King floor plan can be an amazing start to your summer, with features like a balcony accessible from your living room and bedroom, an open concept kitchen and living area making the most out of your space, and convenience moments away from your doorstep. From the awesome customer service to the innovative community-this one bedroom apartment home is sure to be your best decision yet! Located right of the Beltway, I-395, and I-495 not to mention Union Station is just 2 blocks away.

COMMUNITY AMENITIES
•	Full Service Giant Grocery Store and BB&T Bank On Lobby Level
•	Fitness Center with Cardio Theatre
•	24-Hour Emergency Maintenance
•	Dogs and Cats Welcome (Restrictions Apply)
•	LEED Certified
•	Controlled Access
•	24-Hour Concierge
•	Smoke Free Community
•	Beautifully Landscaped Courtyard
•	Rooftop Terrace with DC Skyline Views
•	Electric Car Charging Stations
•	Controlled Access Underground Parking
•	Steps to Union Station Metro
•	Easy Access to I-395 and New York Ave/ Route 50
•	Walking Distance to H Street Entertainment, Dining, and Lifestyle
•	Quick Access to the History-Making New Trolley Line
•	Minutes to Verizon Center, Nationals Park, and Penn Quarter
•	Premier Shopping, Dining, and Nightlife in one of ""America's Hippest Hipster Neighborhoods"" (Forbes Magazine 2012)
•	Near the Atlas Theatre


APARTMENT AMENITIES
•	Light-filled Residences With Open Floor plans
•	Gourmet Kitchens with Granite Countertops and Custom Cabinetry (select units)
•	Stainless Steel Appliances (select units)
•	Hardwood floors in living rooms and kitchens
•	Carpeted bedrooms
•	Ceramic Tile Bathrooms
•	Walk-in Closets (select units)
•	Digital Programmable Thermostats
•	FIOS or Xfinity High Speed Internet, Cable and Phone
•	Full Size Washer/Dryer
•	Balconies or Terraces (select units)



Please inquire about available King units coming available by calling 
 show contact info
or visit our website at 360hstreet.com!
    ",dogs are OK - wooof,apartment,5,w/d in unit,attached garage,$2065,no smoking,685,2015-05-03 11:40am,http://washingtondc.craigslist.org/doc/apa/5007698210.html
4992069390,washington,US,38.909640,0,-77.046635,DC,available now,270000, 1,1 ,,2016-04-01,"
        fully-equipped U-shaped condo in quiet primarily owner-occupied building in the heart of Dupont!   HW/Tile throughout.  Wood Fireplace.  Large kitchen.  Large outdoor space.  Optional parking just outside door.  U-shape gives quiet and privacy for a couple living here.  House-trained dogs accepted with neighbor approval and pet deposit.  <=2 block walk to the circle, the metro, P Street Beach, Georgetown U bus, and easy walk to several dog parks.

Available now.
Can be furnished.
Showing all weekend.

Note: older pics.  LR is now a Sage green and dinette with Murphy desk is light yellow.
    ",dogs are OK - wooof,condo,24,w/d in unit,off-street parking,$2600,no smoking,850,2015-04-23  6:55am,http://washingtondc.craigslist.org/doc/apa/4992069390.html
5000140466,,,,,,,available now,270000,,0,,2016-02-19,"
        PRO100MOVERS Moving is an independent moving company that is dedicated to making your move easier. We understand how stressful moves can be, and we will do everything in our power to ease your burden throughout the moving process. We provide a variety of services that will make your move as hassle-free as possible:

Trained, Expert, Professional Movers
State-of-the-Art Moving Equipment
Short and Long-Term Storage Solutions
Local and Long-Distance Moving
International Moving
24-Hour Service
Full or Partial Insurance
800-397-788FIVE
    ",,apartment,8,,,MOVING,,,2015-04-28 11:41am,http://washingtondc.craigslist.org/doc/apa/5000140466.html
4999554332,Washington,US,38.912606,0,-77.031953,DC,available now,270000, 1,0 ,,2016-04-22,"
        Now Open Luxury Studio Apartments Starting At $2225

THE MISSION"" offers 51 Incomparable and Unique Apartments Home beautifully arrangedn within the historical context of a 1920's era Studebaker car dealership and three 1880's townhouses. This juxtaposition combines both an industrial and rustic vibe with refined sensibilities to create a place where you will want to spend time even if you don't have the time.

 THE MISSION  Offers : Studios, Alcove One Bedroom, One Bedroom, One Bedroom and Den, Two Bedroom  and Duplex Penthouse Apartment Homes. 

Our apartments feature Hardwood Flooring, Natural Stone countertops,  Bertazzoni  gas ranges, Liebherr/ Fischer and Paykel  refrigerators , Bosch washers and dryers, 42"" soft close cabinetry, ceramic Tile Baths, along with custom closet systems, floor-to-ceiling windows ,private balconies and terraces (in select apartments).

Our Amenities include Concierge Service, Fabulous Rooftop Terrace with grill and monument views, bicycle and resident storage and a Pet-Friendly building; all in a controlled access smoke-free building. For more information and updates regarding our amazing community, please visit our website at www.missionaptsdc.com for pricing or contact us at 
 show contact info

",,apartment,8,w/d in unit,,$2225,no smoking,,2015-04-27 10:20pm,http://washingtondc.craigslist.org/doc/apa/4999554332.html
4974434786,Washington,US,38.930092,0,-77.083380,DC,available now,0, 1,2 ,,2015-06-01,"
        *All Utilities included* Great location only 1/2 mile to American University. Bright, beautiful & spacious 2 bedrooms condo. lots of windows. Overlooks garden. Renovated kitchen and bath. Hardwood floors in Living/dining room. 24-hr concierge. Fabulous rooftop deck. Close to Georgetown University, Glover Archibold National Park.Near Foxhall Square shops & restaurants. Bus stops out front. Parking available for $150/month.

Application processing fee $35/applicant.

For more information, please contact:  

MARYAM HEDAYATI
Licensed in DC, MD & VA
Cell: 
 show contact info

show contact info

EVERS & CO. REAL ESTATE
4400 Jenifer Street NW Suite 1
Washington, DC 20015
Office: 
 show contact info



",,condo,0,laundry in bldg,,$2600,no smoking,935,2015-04-11  4:36pm,http://washingtondc.craigslist.org/doc/apa/4974434786.html
5007472925,,,,,,,available now,270000, 1,2 ,cats are OK - purrr,2016-04-15,"
        First rate apartment when it comes to style and price with completely renovated building. Take advantage of our ""It's SPRING!"" Special... $500 off ($250 each of the first two months).

Featuring a gorgeous 2BR/1BA apartment available NOW just steps from Wisconsin Avenue NW near the National Cathedral. All the finishing touches including all new Washer-Dryer in unit! State of the art new kitchen with stainless appliances and granite counter tops. New hardwood floors in LR and 1BR, new carpet in Master Bedroom. All new bathroom, tons of light and closets plus private storage in the basement. Ideal for city living!  

Featured in ExposedBrickDC.com, The Fleetwood has undergone a total transformation; boutique and modern while still charming. New hall decor, lobby, front entrance. Close by the just opened Cathedral Commons with a new Giant, Core Fitness, and tons of restaurants coming. Metro Bus at our door, Red Line not far.

2BR monthly rent of $2,495 includes water.  There is an on-site manager Monday thru Friday 9-5 and weekend host 11-3. One year lease only. $40 application fee per applicant, $1000 Security Deposit. You can visit our website for an application & virtual tour at www.bindeman.com.  

Weekdays please contact Landmark Realty, 
 show contact info
 Open Sat and Sun! Call Amir, weekend host, 
 show contact info
",dogs are OK - wooof,apartment,11,w/d in unit,street parking,$2395,,950,2015-05-03  7:53am,http://washingtondc.craigslist.org/doc/apa/5007472925.html
5007232160,,,38.915964,0,-77.097437,,available now,0, 1,1 ,,2015-05-03,"
        Bedroom available, all utilities are included, near supermarket and shops, restaurants, CVS pharmacy.  Exceptional for graduate students, Embassy, NGO interns who need to be close to Georgetown University/Hospital, Embassies of Germany, France, Spain or American University. Flexible lease, no time restrictions. Near super market, pharmacy, restaurants and the famous C&O Canal tow-pass, great for jogging or biking to Georgetown or Foggy Bottom in minutes. Also a bus stop for D 5 and D 6, steps away, within minutes to Georgetown Hospital and a 15 minutes ride to down town.  
",,house,0,laundry in bldg,street parking,$980,no smoking,185,2015-05-02  9:59pm,http://washingtondc.craigslist.org/doc/apa/5007232160.html
5000510520,Washington,US,38.870610,10,-76.982224,DC,available now,270000, 1,0 ,cats are OK - purrr,2015-04-28,"
Apartment Amenities:
-Ceiling Fans
-Spacious Studio, 1 and 2 Bedroom Apartments
-Eat-In Kitchens*
-Large Closets
-Charming Wood Floors
-High Ceilings
-Newly Renovated Apartments
-Dining Nooks*
-Walk-In Closets and Dressing Areas*
-Dishwashers*

Community Amenities:
-Controlled Access Building
-Renter Rewards program
-24-hour Emergency Maintenance
-Steps from bus stop and Metro
-Walking Distance to Dupont Circle Metro
-Around the Corner from the Shops at Georgetown Park and Many Delicious Restaurants
-Enjoy the Nightlife in Dupont and Surrounding Areas Community Amenities
-Monthly Community Activities
-On-Site Management
-On-site Laundry Room with ""SMART"" washers and dryers

Call: 
 show contact info
",dogs are OK - wooof,apartment,6,,,$1535,,310,2015-04-28  2:56pm,http://washingtondc.craigslist.org/doc/apa/5000510520.html
5006954741,Washington,US,38.879391,0,-77.006543,DC,available now,270000, 2,2 ,cats are OK - purrr,2016-04-11,"
        100 Capitol Yards



*""100 Capitol Yards is a lovely apartment complex. All of the employees at the property are very friendly and the lobby is always clean and welcoming. The amenities and location are great and there are cool resident events organized by management. Happy resident so far!""* -- *Danielle G*

*""My experience has been wonderful! I love 100 Capitol Yards!""* -- *Resident *

*""These apartments are fantastic! Great location, quality apartment, excellent community and all for a reasonable price. I can't recommend this location enough.""* -- *Resident *

The monthly rental price stated on Craigslist is accurate at the time or post.
Please call to verify all pricing and availability as it may be subject to change daily.

100 Capitol Yards - An Equal Housing Opportunity
.:- -:. ...::-:....-:::::-..-:.. .::::-:::::-:::..-:..-:... ...:-:::..
    ",dogs are OK - wooof,apartment,5,w/d in unit,attached garage,$2598,,1192,2015-05-02  5:39pm,http://washingtondc.craigslist.org/doc/apa/5006954741.html
4994294794,,,,,,,available now,270000, 1,0 ,,2015-04-24,"
Apartment Amenities:
-Balcony with every apartment home
-Spacious Studios and 1 Bedroom Apartments
-Includes Gas, Water, and Electricity
-Underground Parking *Available at a Monthly Rate
-Clean Steel Dishwashers
-Full Kitchens
-Beautiful Maple Cabinetry
-Clean Steel Frost-Free Refrigerators
-Convenient Walk-Through Closets
-Hardwood Floors

Community Amenities:
-Rooftop Deck
-Blocks from Columbia Heights Metro
-Fantastic views of the DC skyline
-New ""Smart"" Washers and Dryers in Laundry Rooms
-Walking Distance to DC USA Retail Center
-Walking Distance to Shops and Restaurants
-24 Hour Express Maintenance
-Underground Parking *Available at a Monthly Rate
-Steps from Meridian Hill Park
-Renter Rewards Program.

Call: 
 show contact info
",,apartment,5,,,$1704,,575,2015-04-24  2:01pm,http://washingtondc.craigslist.org/doc/apa/4994294794.html
5006858997,,,39.277100,0,-77.856300,,available now,0, 1,2 ,,2015-05-15,"
        This will be available soon

319 E NORTH ST APT. A
CHARLES TOWN W. VA. 25414

This is on the first level.

Serious inquiries only.

FOR AN APPOINTMENT CALL FROM 7:OO AM TO 6:00 PM :

Kathryn : 
 show contact info
",,apartment,0,laundry on site,off-street parking,$775,,,2015-05-02  4:32pm,http://washingtondc.craigslist.org/doc/apa/5006858997.html
5006759037,Washington,US,38.879257,5,-77.007294,DC,available now,270000, 2,2 ,cats are OK - purrr,2015-05-09,"
        IT'S ALL YOURS. FROM THE HILL TO THE YARD. Discover where the simplicity and harmony of contemporary design impart a refined elegance.

Ready to live in a place where everyday has the potential for a new adventure? The choice is yours at Capitol Yards. Once you're here, the options are endless. With three distinct apartment communities located at the Navy Yard Metro between the Capitol Riverfront and Capitol Hill, you'll always be in the right place for anything, anytime. So find the community to match your style and find yourself in the center of it all at Capitol Yards.



View Additional Vacancy Details, Floor Plan Images and Photos!

*Gather URL below into a browser window or new browser tab.*

http://www.70CapitolYardsLuxuryApar.HomeFinderCL.com/j/r2/ga/floorplan.html?i=JR2GA&r=cl

The monthly rental price stated on Craigslist is accurate at the time of post.
Please call to verify all pricing and availability as it may be subject to change daily.

70 Capitol Yards / Equal Housing Opportunity
.:- -:. ...::-:....-:::::-..-:.. .::::-.::::-.....-:::::-..... ...:-:::..

yIyozkP EHO / This Property iS AN EquaL HOuSiNg opPortUnItY proviDeR FIyobkk Iyo pIQgE Qji tIyocMHres lIyoa aoppW uIyovn aeKC nDSRD pIyovy RIyocjm
    ",dogs are OK - wooof,apartment,6,w/d in unit,attached garage,$2789,,1251,2015-05-02  3:27pm,http://washingtondc.craigslist.org/doc/apa/5006759037.html
5006640394,Washington,US,38.925262,0,-77.080207,DC,available now,0, 1,0 ,,2016-05-01,"
        Bright unit (jr one bedroom) in perfectly located building. Contemporary furnishings  and large picture window (pic shows curtains covering 2/3s) in this private ground floor unit (not easily accessible from exterior though). Building boasts 24 hour desk, AMAZING swimming pool, rooftop deck, onsite market, and onsite dry cleaners. All this walking distance to Georgetown and American Universities. Rent includes utilities, sorry, no pets, no smokers.
    ",,apartment,0,laundry in bldg,street parking,$1300,no smoking,,2015-05-02  2:16pm,http://washingtondc.craigslist.org/doc/apa/5006640394.html
5000759759,,,,,,,available now,270000,,3,,2015-04-28,"
        Services

    Local and Long-Distance Moving
    Relocation Moving
    Door-to-Door Service
    Full-Service Moving
    Custom Packing
    Short- and Long-Term Storage Solutions
    Moving Consulting
    International Moving
    Commercial Moving
    Office Moving
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Residential & Commercial & Local & Long Distance ! Licensed & Insured ! USDOT Certified Movers !
GET A FREE   ESTIMATE
show contact info
",,apartment,12,,,3br,,,2015-04-28  5:20pm,http://washingtondc.craigslist.org/doc/apa/5000759759.html
