,address,city,country,latitude,location_data_accuracy,longitude,state,availability,average_image_size,bathroom,bedroom,cat,date_available,description,dog,housing_type,image_number,laundry,parking,price,smoking,square_footage,url
4959667812,,,,,,,,available now,270000, 1,3 ,cats are OK - purrr,2015-04-02,"
        Please call 
 show contact info
 or email 
 show contact info
 to schedule your appointment.

Bike Trail, Nearby Shopping and Restaurants
Bilingual Staff
Close to VA-267 (Dulles Toll Road) Connecting to I-66 and I-495, As Well As Rt 28 and Dulles Greenway
Easy Walk to Restaurants and Retail
Fairfax County Park - Next Door!!
Laundry Facilities in Each Building
Near Proposed Phase 2 Stop on Metro Silver Line (Herndon Station - ETA, 2016)
On-Site Management
Outdoor Grill Area
Package Receiving
Park-Like Setting - Manicured Landscaping
Parking with Permit Available
Playground
Reserved Parking Space - $50 Per Month
Short-term leases are available - 2 to 12 Month Lease Lengths
Storage Space
Walking Distance to 2 Grocery Stores

Cable and High-Speed Internet Available
Dishwasher
Garbage Disposal
Large Closets
Modern Kitchen Appliances
Refrigerator
Renovated Apartments
Wall-To-Wall Carpet


Pet Policy

Cats - allowed, One time Fee $250, Rent $35
Dogs - allowed, One time Fee $250, Rent $50
Comments: Breed and Weight Restrictions Apply

Please call 
 show contact info
 or email 
 show contact info
 to schedule your appointment.
    ",dogs are OK - wooof,apartment,9,laundry in bldg,off-street parking,$1865,,806,http://washingtondc.craigslist.org/nva/apa/4959667812.html
4959659306,,,,,,,,available now,270000, 1,1 ,cats are OK - purrr,2015-04-02,"
        Shuttle to Huntington Metro/Yellow Line
Washer and Dryer in each unit
Built-In Bookcases


Please call 
 show contact info
or email 
 show contact info
 to schedule a visit


Indoor/Outdoor pool
Jacuzzi, sauna & steam room
Racquetball court
Two illuminated tennis courts
Spectacular fitness center with state-of-the-art weight training and cardio equipment

Fireside lounge
Barbecue area with grills and gazebo
Community room
Storage area
24-hr concierge
Private shuttle to the Huntington Metro
On-site shopping

Residences feature:

Washer and dryer
Beautiful crown molding
Plush wall-to-wall carpeting
Self cleaning oven
Frost-free refrigerator with ice maker
Microwave oven, dishwasher, and disposal

Ceiling fan in master bedrooms
Floor-to-ceiling bay window
Cable T.V. connections
Custom-fitted mini-blinds
Individually controlled heating and central air conditioning
State-of-the-art sprinkler system

Special Town Home features:

Fireplace
Built-in bookcases
Private balconies


Please call 
 show contact info
or email 
 show contact info
 to schedule a visit
    ",dogs are OK - wooof,apartment,15,w/d in unit,attached garage,$1520,,822,http://washingtondc.craigslist.org/nva/apa/4959659306.html
4959618293,,,,,,,,available now,270000, 2,2 ,cats are OK - purrr,2015-04-02,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing Mon-Sat 10am-5pm and Sundays 12pm-4pm.

Expansive Club Suite 
Games Room 
24-Hr. Fitness Center 
Garage Parking 
On-site Storage 
Availability 24 Hours 
Club House 
Concierge 
Cover Park 
Elevator 
Free Weights 
Garage 
Laundry 
On Site Maintenance 
Pool 
Storage Space 
Sundeck 

Eat-in-kitchen 
Modern kitchen appliances 
Wall-to-wall Carpet 
Separate dining area 
Air Conditioner 
Balcony 
Controlled Access 
Dish Washer 
Disposal 
Individual Climate Control 
Large Closets 
Patio 
Refrigerator 
View 
Ceramic Tile Flooring In Bathroom 

Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing Mon-Sat 10am-5pm and Sundays 12pm-4pm.

",dogs are OK - wooof,apartment,16,laundry in bldg,attached garage,$1865,,1286,http://washingtondc.craigslist.org/nva/apa/4959618293.html
4959607806,,,,,,,,available now,270000, 1,1 ,cats are OK - purrr,2015-04-02,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit.


Community Amenities

    On-site Storage
    High Speed Internet
    Business Center
    Concierge
    Fitness Center
    Elevator
    Laundry
    On Site Maintenance
    On Site Management

    WALK TO METRO
    Garage Parking
    Club Room
    Resort-style Pool
    Pet Friendly Community
    Convenience Store
    Walk to Pentagon Row Shops and Restaurants
    Walk to Crystal City Underground to Metro and Shopping
    Hair and Nail Salon

Apartment Amenities

    Ceramic Tile Flooring In Bathroom
    Wall-to-wall Carpet
    Cable and high-speed internet available
    Gourmet Kitchens
    Spacious Rooms
    Hardwood design
    Disposal

    Microwave
    Private Balcony
    Private Patio
    Refrigerator
    Walk in Closets
    Washer and Dryer in 2 BRs and 3 BRs
    Dishwasher

Please call 
 show contact info
or email 
 show contact info
 to schedule a visit.
",dogs are OK - wooof,apartment,13,laundry in bldg,attached garage,$1775,,952,http://washingtondc.craigslist.org/nva/apa/4959607806.html
4959774973,,,,,,,,available now,270000, 2,3 ,cats are OK - purrr,2015-04-07,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing 

 Community Amenities 

Expansive Club Suite 
Games Room 
24-Hr. Fitness Center 
Garage Parking 
On-site Storage 
Availability 24 Hours 
Club House 
Concierge 
Cover Park 
Elevator 
Free Weights 
Garage 
Laundry 
On Site Maintenance 
Pool 
Storage Space 
Sundeck 

 Apartment Amenities 

Eat-in-kitchen 
Modern kitchen appliances 
Wall-to-wall Carpet 
Separate dining area 
Air Conditioner 
Balcony 
Controlled Access 
Dish Washer 
Disposal 
Individual Climate Control 
Large Closets 
Microwave 
Patio 
Refrigerator 
View 
Ceramic Tile Flooring In Bathroom 

 Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing 
",dogs are OK - wooof,apartment,15,laundry in bldg,attached garage,$2815,,1708,http://washingtondc.craigslist.org/nva/apa/4959774973.html
4959678643,,,,,,,,available now,270000, 1,0 ,cats are OK - purrr,2015-04-02,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit.
Showing Mon-Sat 10am-4pm and Sunday 12-4pm

Community Amenities

    On-site Storage
    High Speed Internet
    Business Center
    Concierge
    Fitness Center
    Elevator
    Laundry
    On Site Maintenance
    On Site Management

    WALK TO METRO
    Garage Parking
    Club Room
    Resort-style Pool
    Pet Friendly Community
    Convenience Store
    Walk to Pentagon Row Shops and Restaurants
    Walk to Crystal City Underground to Metro and Shopping
    Hair and Nail Salon

Apartment Amenities

    Ceramic Tile Flooring In Bathroom
    Wall-to-wall Carpet
    Cable and high-speed internet available
    Gourmet Kitchens
    Spacious Rooms
    Hardwood design
    Disposal

    Microwave
    Private Balcony
    Private Patio
    Refrigerator
    Walk in Closets
    Washer and Dryer in 2 BRs and 3 BRs
    Dishwasher

Please call 
 show contact info
or email 
 show contact info
 to schedule a visit.
Showing Mon-Sat 10am-4pm and Sunday 12-4pm
    ",dogs are OK - wooof,apartment,9,laundry in bldg,attached garage,$1614,,628,http://washingtondc.craigslist.org/nva/apa/4959678643.html
4959637254,,,,,,,,available now,270000, 1,1 ,cats are OK - purrr,2015-04-02,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule your appointment!!

Fully Equipped Kitchen
Dishwasher
In-home Washer/Dryer Air Conditioning
Balcony or Patio
Great Storage Space
Access to Daylight from Open Floor Plans
High Ceilings
Separate Dining Room
Swimming Pool & Sundeck
Free Wi-Fi Hotspot in Clubhouse
Fitness Center
Business Center
Resident Events
Package Receiving
Car Care Area
Dog Park
Beautifully Landscaped Grounds
On-site Parking
Close to Shopping, Dining, & Entertainment

Close to Major Highways Close to Public Transportation Cats and Dogs Welcome, No Weight Limits
Fairfax County Public Schools 

Please call 
 show contact info
or email 
 show contact info
 to schedule your appointment!!
",dogs are OK - wooof,apartment,17,w/d in unit,off-street parking,$1436,,735,http://washingtondc.craigslist.org/nva/apa/4959637254.html
4980396596,,,,,,,,available now,270000, 2,2 ,cats are OK - purrr,2015-04-16,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing Mon-Sat 10am-5pm and Sundays 12pm-4pm.

Expansive Club Suite 
Games Room 
24-Hr. Fitness Center 
Garage Parking 
On-site Storage 
Availability 24 Hours 
Club House 
Concierge 
Cover Park 
Elevator 
Free Weights 
Garage 
Laundry 
On Site Maintenance 
Pool 
Storage Space 
Sundeck 

Eat-in-kitchen 
Modern kitchen appliances 
Wall-to-wall Carpet 
Separate dining area 
Air Conditioner 
Balcony 
Controlled Access 
Dish Washer 
Disposal 
Individual Climate Control 
Large Closets 
Microwave 
Patio 
Refrigerator 
View 
Ceramic Tile Flooring In Bathroom 

Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing Mon-Sat 10am-5pm and Sundays 12pm-4pm.

",dogs are OK - wooof,apartment,8,laundry in bldg,attached garage,$2060,,1286,http://washingtondc.craigslist.org/nva/apa/4980396596.html
4959777246,,,,,,,,available now,270000, 2,3 ,cats are OK - purrr,2015-04-16,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing Mon-Sat 10am-5pm and Sundays 12pm-4pm.

Expansive Club Suite 
Games Room 
24-Hr. Fitness Center 
Garage Parking 
On-site Storage 
Availability 24 Hours 
Club House 
Concierge 
Cover Park 
Elevator 
Free Weights 
Garage 
Laundry 
On Site Maintenance 
Pool 
Storage Space 
Sundeck 

Eat-in-kitchen 
Modern kitchen appliances 
Wall-to-wall Carpet 
Separate dining area 
Air Conditioner 
Balcony 
Controlled Access 
Dish Washer 
Disposal 
Individual Climate Control 
Large Closets 
Microwave 
Patio 
Refrigerator 
View 
Ceramic Tile Flooring In Bathroom 

 Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing Mon-Sat 10am-5pm and Sundays 12pm-4pm.
",dogs are OK - wooof,apartment,15,laundry in bldg,attached garage,$3050,,1831,http://washingtondc.craigslist.org/nva/apa/4959777246.html
4980400722,,,,,,,,available now,270000, 1,1 ,cats are OK - purrr,2015-04-16,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit.


24-hour on-site maintenance
Business center
Dog run
Garage parking *
Internet cafe© and coffee bar
Media lounge
On-site storage *
Package reception
Resident events
Resort-style swimming pool
Trash valet
Bike storage *
Concierge services available seven days a week
Fitness center
Guest suite
Lawn elevated community green
On-site management
Outdoor grilling area
Public area Wi-Fi
Resident lounge
Smoke-free community
Valet dry cleaning services
42"" espresso cabinets with brushed chrome pulls
Ceramic tile flooring
Extended living rooms
Heat
Kashmir granite countertops
Microwave
Sink disposal
Stainless steel dishwasher
Stainless steel refrigerator with icemaker
Sunroom
Vaulted ceilings
Balcony or patio with additional storage
Controlled access building
Full-sized side-by-side washer and dryer

Please call 
 show contact info
or email 
 show contact info
 to schedule a visit.
    ",dogs are OK - wooof,apartment,18,w/d in unit,attached garage,$1626,,735,http://washingtondc.craigslist.org/nva/apa/4980400722.html
4980395042,,,,,,,,available now,270000, 2,3 ,cats are OK - purrr,2015-04-16,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing 

 Community Amenities 

• Expansive Club Suite 
• Games Room 
• 24-Hr. Fitness Center 
• Garage Parking 
• On-site Storage 
• Availability 24 Hours 
• Club House 
• Concierge 
• Cover Park 
• Elevator 
• Free Weights 
• Garage 
• Laundry 
• On Site Maintenance 
• Pool 
• Storage Space 
• Sundeck 

 Apartment Amenities 

• Eat-in-kitchen 
• Modern kitchen appliances 
• Wall-to-wall Carpet 
• Separate dining area 
• Air Conditioner 
• Balcony 
• Controlled Access 
• Dish Washer 
• Disposal 
• Individual Climate Control 
• Large Closets 
• Microwave 
• Patio 
• Refrigerator 
• View 
• Ceramic Tile Flooring In Bathroom 

 Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing 
",dogs are OK - wooof,apartment,9,laundry in bldg,attached garage,$2700,,1708,http://washingtondc.craigslist.org/nva/apa/4980395042.html
4945482304,,,,,,,,available now,270000, 2,3 ,cats are OK - purrr,2015-05-06,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing Mon-Sat 10am-5pm and Sundays 12pm-4pm.

Expansive Club Suite 
Games Room 
24-Hr. Fitness Center 
Garage Parking 
On-site Storage 
Club House 
Concierge 
Cover Park 
Elevator 
Free Weights 
Garage 
Laundry 
On Site Maintenance 
Pool 
Storage Space 
Sundeck 

Eat-in-kitchen 
Modern kitchen appliances 
Wall-to-wall Carpet 
Separate dining area 
Air Conditioner 
Balcony 
Controlled Access 
Dish Washer 
Disposal 
Individual Climate Control 
Large Closets 
Microwave 
Patio 
Refrigerator 
View 
Ceramic Tile Flooring In Bathroom 

 Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing Mon-Sat 10am-5pm and Sundays 12pm-4pm.
",dogs are OK - wooof,apartment,14,laundry in bldg,attached garage,$3050,,1831,http://washingtondc.craigslist.org/nva/apa/4945482304.html
4980761425,,,,,,,,available now,270000, 2,3 ,cats are OK - purrr,2015-04-17,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit.
Showing Mon-Sat 10am-4pm and Sunday 12-4pm


 Apartment Amenities

    Eat-in-kitchen
    Modern kitchen appliances
    Wall-to-wall Carpet
    Separate dining area
    Air Conditioner
    Balcony
    Controlled Access
    Dish Washer

    Disposal
    Individual Climate Control
    Large Closets
    Microwave
    Patio
    Refrigerator
    View
    Ceramic Tile Flooring In Bathroom

 Community Amenities

    Expansive Club Suite
    Games Room
    24-Hr. Fitness Center
    Garage Parking
    On-site Storage
    Availability 24 Hours
    Club House
    Concierge
    Cover Park

    Elevator
    Free Weights
    Garage
    Laundry
    On Site Maintenance
    Pool
    Storage Space
    Sundeck

Please call 
 show contact info
or email 
 show contact info
 to schedule a visit.
Showing Mon-Sat 10am-4pm and Sunday 12-4pm

",dogs are OK - wooof,apartment,15,laundry in bldg,attached garage,$2795,,1713,http://washingtondc.craigslist.org/nva/apa/4980761425.html
4984656559,12395 Midsummer Lane,Woodbridge,US,38.685376,0,-77.322850,Vir,available now,270000, 1,2 ,cats are OK - purrr,2015-04-18,"
        We are close to Potomac Mills Mall, public parks, shopping, dining and entertainment.
We are off of I-95 and RTE 1, 123 and 234.

Save on your rent with a flexible lease length and move-in date!


Apartments may include: Fireplace / Balcony or Patio / Walk-In Closets / Wood Flooring

2 bedroom, 1 bathroom - $1244 - $3182/month
Availability and pricing are subject to change.
Equal Housing Opportunity
Professionally Managed by OP Property Management, LLC


Community Amenities:
            Clubhouse
            Playground
            Carport Parking
            Free Wi-Fi

www.springwoodsapts.com

Call Springwoods at Lake Ridge today!
show contact info

",dogs are OK - wooof,apartment,4,w/d in unit,off-street parking,$1244,no smoking,830,http://washingtondc.craigslist.org/nva/apa/4984656559.html
